student_id,attendance_pct,internal_marks,assignment_submission_rate,prev_semester_cgpa,lab_attendance_pct,quiz_avg_score,library_visits_per_month,extracurricular_participation,active_backlogs,dept_enc,semester
STU85952,-1.3343852,-2.2736373,-1.805588,-1.8373764,-0.5162867,-0.0134569,-0.89537597,0.0,0.026705509,0.0,-5.5702996e-05
STU31802,-1.8323872,-2.4126425,-2.405615,2.4352143,-0.39346278,-0.4797587,-1.0416082,0.0,-0.056398075,0.0,-8.565453e-05
STU18300,-1.2908192,-2.5813959,-0.96372205,-1.8047107,-0.30124837,-1.2459079,-0.9115872,0.0,-0.055396844,0.0,-0.00022353107
STU75911,-1.4462001,-1.7788298,-1.0033971,-2.1054392,-0.525139,-1.3451523,-0.3070672,0.0,0.02680302,0.0,-0.00022353107
STU38277,-1.3095996,-2.233783,-1.6823285,-1.8111268,-0.47985816,-1.1459492,0.79823,0.0,-0.05867238,0.0,0.00031117623
STU92478,-1.4411666,-2.3750668,-0.6747339,-2.128577,-0.62648803,-0.7297938,-0.94418186,0.0,0.026705509,0.0,0.00031117623
STU25509,-0.7778535,-2.4902797,-1.7727778,-1.9097542,-0.40099263,-1.2955085,-0.31217954,0.0,-0.05703437,0.0,-0.00022353107
STU58418,0.5144898,-1.6283375,1.1436043,-2.7759852,0.020075079,-1.786337,-1.1905562,0.0,-0.0507432,0.0,-0.00022353107
STU50037,-1.3622665,-1.4740288,-0.6234634,-2.1810124,-0.6853358,-1.2710208,-0.97981626,0.0,-0.055396844,0.0,-0.00022353107
STU94015,-0.11660797,1.1547632,-2.8739564,-2.0341246,-0.1077348,-2.0787854,-0.31476963,0.0,0.041619115,0.0,-0.00022353107
STU27299,-0.032647103,-2.2517123,-0.62373376,-2.2536206,0.22060575,-1.5688866,-0.97658217,0.0,-0.049948893,0.0,0.00031117623
STU30078,-1.2166493,-2.1948252,-1.7167953,-1.4172018,-0.49329132,-1.1764029,-0.91117245,0.0,-0.05475748,0.0,-0.00022353107
STU41029,0.6243748,2.3208392,1.7822461,0.4403863,0.60403115,0.97028226,0.6340443,0.0,0.0403481,0.0,-0.00015444757
STU93318,-2.2594686,1.0091711,0.47363803,-1.9415821,-0.87912965,-1.6958195,-1.192447,0.0,-0.06138711,0.0,0.00031117623
STU55093,-1.411165,-2.4665868,-0.699831,-2.26934,-0.46735007,-0.7738576,-0.8313435,0.0,0.026705509,0.0,-0.00022353107
STU40603,-1.3080678,-2.2133505,-1.6589241,-1.7641908,-0.58693385,-1.1305887,0.79817516,0.0,-0.05867238,0.0,-0.00022353107
STU61116,-0.02714782,1.9174186,1.7833133,2.1711142,-0.06904507,0.88507646,0.5913504,0.0,0.039926246,0.0,4.514372e-05
STU33445,-1.1926267,-2.1275153,-1.6796169,-1.8063294,-0.34191144,-1.1949927,-0.7827069,0.0,-0.055396844,0.0,-0.00022353107
STU19666,-1.2643461,-2.1852431,-1.698832,-1.4353355,-0.55884576,-1.1777991,-0.8059369,0.0,-0.05475748,0.0,-0.00022353107
STU85303,-0.19670106,-2.9326878,-2.3621955,0.7414675,-0.38439476,-1.5751282,-1.130125,0.0,0.030728865,0.0,-8.565453e-05
STU20077,-1.2137883,-2.2186348,-1.7336801,-1.4506626,-0.40040845,-1.1921715,-0.9169927,0.0,-0.05475748,0.0,-0.00022353107
STU72739,-1.3378022,-1.390713,-1.7818862,-1.6580839,-0.63244575,-1.2144204,-0.84010017,0.0,-0.05475748,0.0,0.00031117623
STU42953,0.69364417,1.1813309,1.6528358,1.871206,0.5478451,0.9908238,0.63543785,0.0,0.032552563,0.0,-0.00015444757
STU65296,0.63810897,1.9379848,1.6448241,1.8416051,0.56896365,0.9232641,-0.18075344,0.0,0.03248673,0.0,-0.00015444757
STU50966,-0.16070177,-2.879485,-2.0076807,-2.1163476,0.008199045,0.66676813,-1.0132539,0.0,-0.052594136,0.0,-5.5702996e-05
STU80075,-1.3330162,-2.2754025,-1.7647283,-1.8160065,-0.5800313,0.6765078,-0.8477178,0.0,-0.05756366,0.0,-5.5702996e-05
STU93558,-1.3099349,-2.378,-1.7705096,-1.5072881,-0.5276286,-1.157226,0.6523688,0.0,-0.058033016,0.0,-0.00022353107
STU99783,-1.2878327,-2.3193035,-0.98385566,-1.9909412,-0.5246418,-1.2296492,-0.789475,0.0,-0.055396844,0.0,-0.00022353107
STU98381,0.59889597,1.9713689,1.6224847,1.6981425,0.43444774,0.9728376,0.6065877,0.0,0.08249712,0.0,-0.00015444757
STU36588,-1.2126248,-2.2302585,-1.7584445,-0.83356994,-0.5751603,-1.223493,-0.9252062,0.0,0.027103279,0.0,-0.00022353107
STU78062,-0.17680798,-2.665408,-1.8904014,-1.6487676,-0.43112212,-1.3483521,-0.8530398,0.0,0.03077179,0.0,-0.00022353107
STU27865,-1.4498849,-1.4520944,-1.0334724,-1.122022,-0.8112556,-1.3226894,-1.0527308,0.0,-0.05475748,0.0,0.00031117623
STU72303,-2.033218,2.3005714,-0.5748913,-2.2162426,-0.78573304,-1.5812143,-1.2601334,0.0,-0.06366372,0.0,-0.00022353107
STU20515,-1.2031002,-2.059658,-1.617909,-1.7228515,-0.4881655,-1.1600252,-0.87398994,0.0,-0.055396844,0.0,-0.00022353107
STU56254,-1.1724937,-2.0633276,-1.6109006,-1.702931,-0.5408358,-1.1608666,-0.87434405,0.0,-0.055396844,0.0,-0.00022353107
STU61964,-1.2015684,-2.0501852,-1.6029907,-1.702931,-0.5408358,-1.155023,-0.87216514,0.0,-0.055396844,0.0,-0.00022353107
STU71592,0.6563317,2.8055682,1.0101644,0.9283769,0.7359994,0.83875924,-0.24376985,0.0,-0.058259267,0.0,0.00021500551
STU57953,0.744894,1.7098097,-0.95448846,2.3661108,0.7262931,0.9657499,0.625174,0.0,0.092004105,0.0,-0.00015444757
STU86019,0.6274402,2.0001125,1.6192486,1.8798437,0.033335112,0.9503178,0.6473318,0.0,0.08093549,0.0,-3.242865e-05
STU53228,0.65622544,1.981661,1.6274576,1.7414416,0.5415091,0.737315,0.67511165,0.0,-0.058258742,0.0,-0.00015444757
STU45235,-1.2201424,-2.0712228,-1.6276994,-1.7227213,-0.54413587,-1.167265,-0.77251303,0.0,-0.055396844,0.0,-0.00022353107
STU34356,0.70197994,1.9807061,0.52164024,2.3573542,0.6855704,0.9788975,-0.18558443,0.0,0.040357806,0.0,-0.00015444757
STU71875,-1.3075581,-2.159947,-1.727699,-1.7924101,-0.5798204,-0.65915644,-0.8974766,0.0,-0.05756366,0.0,0.00031117623
STU57059,-2.4868174,1.0607051,-2.6533024,-1.8494653,-0.619833,-0.32765004,0.79603344,0.0,-0.070551015,0.0,-5.5702996e-05
STU46749,-1.2399294,-2.1445315,-1.6564913,-1.4909765,-0.5555457,-1.1636544,-0.8752098,0.0,-0.05475748,0.0,-0.00022353107
STU50760,-1.1740255,-2.0728004,-1.6258188,-1.7228515,-0.4881655,-1.1658689,-0.8761689,0.0,-0.055396844,0.0,-0.00022353107
STU41499,0.3685064,2.4896996,0.08343903,1.9676554,0.7034605,0.6540914,0.7733387,0.0,0.042337243,0.0,-0.00015444757
STU37684,-1.2689998,-2.291546,-0.9824949,-1.9947742,-0.46075046,-1.2279748,-0.90509903,0.0,0.026463915,0.0,-0.00022353107
STU51180,0.5722972,2.0463073,1.4556669,2.0083807,-0.7927095,0.8434954,0.6618104,0.0,0.08868567,0.0,-3.242865e-05
STU55309,0.51635265,2.6207235,1.6849025,1.5264802,0.13062349,0.6691815,-0.2561656,0.0,0.08465962,0.0,-3.242865e-05
STU83946,-1.2847054,-2.3126588,-0.955399,-1.9495012,-0.5946607,-1.2262524,-0.80252177,0.0,-0.055396844,0.0,-0.00022353107
STU60196,0.6517898,1.9720877,1.6369388,1.4832504,0.5556846,0.97504324,0.6721199,0.0,0.0403481,0.0,-0.00015444757
STU11220,0.41859648,2.502928,0.69028986,2.3639195,0.24334617,0.6198425,0.7290429,0.0,0.042510606,0.0,-3.242865e-05
STU47655,0.29545078,-2.9392805,-2.0674279,-2.1669815,0.061807487,0.37268624,-0.9396122,0.0,0.029460175,0.0,7.75438e-05
STU51471,-1.3256423,-2.3478591,-0.1537484,-2.0739305,-0.44596922,-1.323428,-0.93458456,0.0,-0.055396844,0.0,-0.00022353107
STU13800,-1.4476457,-2.4410188,2.071497,-1.6305146,-0.5986524,-1.6392471,-1.0243471,0.0,0.027537055,0.0,-0.00022353107
STU70852,-1.3436534,-2.2633967,-1.8019502,-1.8226174,-0.5796276,0.34539452,-0.8642079,0.0,-0.05756366,0.0,-5.5702996e-05
STU80513,0.49116135,-3.264978,-1.1441947,-2.6357543,0.1347906,-0.35793135,-1.0407923,0.0,-0.052204676,0.0,0.00031117623
STU69598,-0.16059761,2.1382368,1.7691013,1.922305,-0.5645731,0.8343021,0.62613153,0.0,0.043952294,0.0,4.514372e-05
STU28388,-1.3264987,-2.2679374,-0.61737394,-1.9658904,-0.6041925,-1.2242309,-0.9071674,0.0,-0.055396844,0.0,-0.00022353107
STU74237,-1.3768427,-1.2108034,-0.96781445,-2.3388796,-0.54733187,-1.3032557,-0.99836206,0.0,-0.055396844,0.0,-0.00022353107
STU36305,-1.4899595,-2.5544255,-1.8738143,-1.6266934,-0.63330144,0.8247494,-0.2532374,0.0,-0.063487604,0.0,7.75438e-05
STU25915,1.3308578,-1.4470828,-0.31964985,3.3392694,1.0227052,1.1825713,-0.20799404,0.0,0.044089444,0.0,-0.00015444757
STU57720,-1.3932815,-2.6262,-0.64269924,-1.8307192,-0.6564937,-1.2813216,-0.32413998,0.0,0.02680302,0.0,-0.00022353107
STU95944,-1.3531871,-2.2869768,-1.8006057,-1.5148116,-0.5945303,-0.6588265,-0.91576874,0.0,-0.056924295,0.0,0.00031117623
STU36326,-1.2201424,-2.0712228,-1.6276994,-1.7227213,-0.54413587,-1.167265,-0.77251303,0.0,-0.055396844,0.0,-0.00022353107
STU89294,-1.2770882,-1.3834195,-1.8494252,-0.87158173,-0.6486887,-1.2471188,-1.0197806,0.0,-0.05475748,0.0,-0.00022353107
STU67595,-1.1711643,-2.085276,-1.6363146,-1.7564629,-0.42217708,-1.1766769,-0.877628,0.0,-0.055396844,0.0,-0.00022353107
STU35513,-0.790568,-2.731344,-1.9372745,-1.9743648,-0.3138129,0.42968664,-0.9076867,0.0,0.0564161,0.0,7.75438e-05
STU15529,-1.3175604,-2.2454185,-1.7676774,-1.8128493,-0.57849985,-0.32508397,-0.8940575,0.0,0.07397939,0.0,-5.5702996e-05
STU59595,-1.4227009,-2.5319686,-1.0317255,-2.3059459,-0.49540085,-0.31953818,-0.8115371,0.0,-0.05756366,0.0,-5.5702996e-05
STU31542,-2.4607642,1.007616,-1.0680603,-2.6930745,-0.7949876,-0.62605023,-1.1790539,0.0,-0.06583053,0.0,-0.00022353107
STU59969,0.052970402,-2.9526203,-2.0808423,-1.9028854,0.20342499,-0.54026085,-1.0426043,0.0,-0.052594136,0.0,-0.00022353107
STU21104,-1.3142247,-1.3704851,-1.7380023,-1.6533575,-0.6281144,-1.2001995,-0.9505334,0.0,-0.05475748,0.0,-0.00022353107
STU99687,0.2375854,1.8269526,1.6644628,1.8150016,0.37809893,1.2283891,-1.6681981,0.0,0.039576188,0.0,0.00021500551
STU65353,-1.297862,-2.2224307,-1.6685961,-1.7869259,-0.5780559,-1.1311506,0.64021325,0.0,-0.05867238,0.0,0.00031117623
STU25670,0.733887,2.5467227,0.573995,1.4773631,0.6779119,0.91435,0.65298694,0.0,0.040357806,0.0,-0.00015444757
STU64862,-1.4388158,-2.3873134,-1.0556601,-2.1131113,-0.62635,-0.69417393,-0.8081082,0.0,-0.05756366,0.0,-0.00022353107
STU97062,0.5597297,1.9847747,1.6224847,1.7498895,0.39082244,0.99051124,0.6065527,0.0,0.08249712,0.0,-0.00015444757
STU30869,-1.2015684,-2.0501852,-1.6029907,-1.702931,-0.5408358,-1.155023,-0.87216514,0.0,-0.055396844,0.0,-0.00022353107
STU33741,-1.2015684,-2.0501852,-1.6029907,-1.702931,-0.5408358,-1.155023,-0.87216514,0.0,-0.055396844,0.0,-0.00022353107
STU84964,-1.3531871,-2.284425,-1.7840415,-1.5200921,-0.5787362,-0.6879214,-0.91576874,0.0,-0.056924295,0.0,-0.00022353107
STU15693,-0.7457008,-2.3629086,-1.7549547,-1.8399265,-0.36325604,-1.27727,-0.7892615,0.0,0.028101921,0.0,-0.00022353107
STU35971,-1.2433915,-2.2081552,-1.716053,-1.541103,-0.3417861,-1.1855897,-0.89026016,0.0,-0.05475748,0.0,-0.00022353107
STU43776,-1.445729,-2.9016776,-0.70529896,-1.8718113,0.1224235,-1.2807373,0.6640773,0.0,-0.053875867,0.0,-0.00022353107
STU23917,-1.3636487,-1.3952425,-0.9476765,-2.4055336,-0.5361333,-1.2885927,-0.8766518,0.0,-0.055396844,0.0,-0.00022353107
STU77681,-0.18321432,-2.7205727,-1.9555386,-0.9900858,-0.3374955,-1.3765558,-1.0155247,0.0,-0.054803576,0.0,-0.00022353107
STU69510,0.55374026,1.9556476,1.6830071,1.8991517,0.50224465,0.9650484,-0.19307345,0.0,0.0403481,0.0,0.00021500551
STU34716,0.00916096,2.3626482,-0.80205476,-3.0181837,-0.4853533,-2.0627556,-1.1822438,0.0,-0.060443915,0.0,-0.00022353107
STU58270,-1.3011186,-2.2394671,-0.953986,-1.928186,-0.5898356,-1.2051374,-0.9079682,0.0,-0.055396844,0.0,-0.00022353107
STU23644,-1.2724679,-2.181652,-1.736536,-1.7925867,-0.5787891,-0.6433283,-0.89720446,0.0,-0.05756366,0.0,-0.00022353107
STU30006,0.07836487,-2.889987,-0.9735023,-2.2913103,0.6074011,-1.4989849,-0.92835295,0.0,-0.057798445,0.0,-0.005090002
STU94886,0.7294845,1.8835398,1.6025082,1.8416051,0.5883426,0.9219721,-0.19352081,0.0,0.032552563,0.0,-0.00015444757
STU29762,0.5002619,-2.496021,-1.8144778,-1.9463233,0.12512214,-1.3675469,-1.039457,0.0,-0.05086823,0.0,-0.00022353107
STU99705,0.7671506,1.9988037,1.6306145,1.7895973,0.58570313,0.5385333,0.6439377,0.0,0.032552563,0.0,0.00021500551
STU25084,-1.4740963,-1.3749346,-0.6434257,-2.3442426,-0.72917354,-1.3318251,-0.31986257,0.0,-0.05867238,0.0,0.00031117623
STU24230,-1.373966,-2.5093987,-0.568663,-1.7321441,-0.53509873,-1.2454897,-0.9167264,0.0,0.027103279,0.0,0.00031117623
STU60014,-2.105224,0.22968204,-2.185457,-2.3249118,-0.56728154,-0.72038746,0.6765761,0.0,-0.07322456,0.0,-0.00022353107
STU80517,-1.3264987,-2.2679374,-0.6792504,-1.9658904,-0.6041925,-1.2242309,-0.9071674,0.0,-0.055396844,0.0,-0.00022353107
STU14763,-1.3976166,-2.4781268,-0.98631567,-2.2735186,-0.4405049,-0.72051764,-0.83528143,0.0,0.026705509,0.0,-0.00022353107
STU55123,-1.2026043,-2.080198,-1.6315241,-1.759251,-0.39692152,-1.1781589,-0.88298243,0.0,0.026463915,0.0,-0.00022353107
STU15492,-0.14769651,-2.3626428,-1.0190798,-2.369325,-0.1367386,-1.608775,-0.32366163,0.0,0.030466923,0.0,-0.00022353107
STU45400,0.744606,1.8127617,1.5595644,1.7672576,0.60131246,0.8044564,0.6160273,0.0,0.081276625,0.0,-0.00015444757
STU97486,-1.2039335,-2.0501852,-1.6029907,-1.7025999,-0.5392049,-1.1573883,-0.87533736,0.0,0.026463915,0.0,-0.00022353107
STU41034,-1.2435565,-1.3094659,-1.7178174,-1.9806079,-0.43378848,-1.2159597,-0.953616,0.0,-0.055396844,0.0,0.00031117623
STU94599,0.5184996,-3.463535,-0.65772724,0.39685723,0.950574,-1.8955873,-1.2245739,0.0,-0.050961267,0.0,-0.00080849073
STU14145,-1.2015684,-2.0501852,-1.6029907,-1.702931,-0.5408358,-1.155023,-0.87216514,0.0,-0.055396844,0.0,-0.00022353107
STU39102,-1.3918052,-2.512776,0.8765981,-2.0955513,-0.6345673,-1.4422234,-0.3233292,0.0,-0.058238603,0.0,-0.00022353107
STU87182,0.014101578,-3.2144382,-0.7185776,-2.6261287,-0.3438195,-0.7454517,-0.94792545,0.0,-0.06285137,0.0,0.00031117623
STU40539,0.06720384,-2.7487488,-1.9230571,-1.8468312,-0.47279143,-1.340377,0.65542936,0.0,-0.06445882,0.0,-0.00022353107
STU81638,-1.2015684,-2.0501852,-1.6029907,-1.702931,-0.5408358,-1.155023,-0.87216514,0.0,-0.055396844,0.0,-0.00022353107
STU19828,-1.4767025,-2.5052183,-0.70518816,-2.1666589,-0.6485538,0.4875382,-0.9109132,0.0,0.026705509,0.0,7.75438e-05
STU76287,-1.4202824,-0.3740991,-1.8800658,-2.0570297,-0.5157446,-1.3038336,-0.85779816,0.0,0.27556878,0.0,0.00031117623
STU40149,-1.303484,-2.2424967,-0.9479268,-1.9278548,-0.58820474,-1.2105321,-0.91114056,0.0,0.026463915,0.0,-0.00022353107
STU32973,-1.2244034,-2.2339292,-1.7840075,-0.93639237,-0.45146477,-1.2393032,-0.9250346,0.0,0.027103279,0.0,-0.00022353107
STU39170,-1.1318696,-3.5350254,-0.6926821,0.7003697,-0.54347265,-1.7492338,0.67216015,0.0,-0.05458414,0.0,0.00011923914
STU74491,-0.17953528,-2.5924609,-1.1629493,-2.405289,-0.420779,0.6792887,-1.1699517,0.0,-0.061542567,0.0,-5.5702996e-05
STU64890,-1.3678122,-2.426168,-1.0184457,-2.2017515,-0.44188488,-0.71487033,-0.9531345,0.0,-0.05756366,0.0,0.00031117623
STU99922,-1.4686975,-0.60698086,-2.0949645,-1.7093685,-0.5067355,-1.2941314,-0.8735172,0.0,-0.058229234,0.0,-0.00022353107
STU75239,-0.75597674,-2.5635898,-1.8491415,-1.8854215,-0.57974184,-0.53254926,-0.91476786,0.0,-0.055925652,0.0,0.00031117623
STU69303,-1.3115804,-2.1740131,-1.7578205,-1.8259383,-0.5787891,-0.51934564,-0.88430274,0.0,-0.05756366,0.0,-0.00022353107
STU36309,-1.218813,-2.091655,-1.6530848,-1.7778994,-0.42771697,-1.1846067,-0.77245826,0.0,-0.055396844,0.0,0.00031117623
STU96787,-0.9014862,0.910607,-2.323888,-2.2894435,0.1613467,-1.7537531,-1.1168195,0.0,-0.055718772,0.0,-0.00022353107
STU71736,-1.2875521,-2.275727,-1.700949,-1.6130469,-0.5773867,-1.1901203,-0.3129256,0.0,-0.05867238,0.0,-0.00022353107
STU47576,0.21515626,-2.8444223,-2.009682,-2.17102,0.19103083,-0.602888,-0.92328286,0.0,0.029070713,0.0,0.00031117623
STU15559,-0.025372973,-2.4880052,-1.8146964,-1.9648137,-0.0040039644,-1.3592867,-0.97781885,0.0,-0.051257696,0.0,0.00031117623
STU29597,-1.4422572,-2.6771758,-1.0712566,-1.0731211,-0.66678977,-0.7658876,-0.9877817,0.0,-0.056924295,0.0,0.00031117623
STU55706,-1.2280176,-2.2519977,-1.69744,-1.8540666,-0.39803046,-1.2155966,-0.31255853,0.0,-0.05867238,0.0,-0.00022353107
STU64460,0.62279606,2.058817,1.3625929,1.7721608,0.56318223,0.97806746,0.6032405,0.0,-0.058393788,0.0,-0.00015444757
STU89477,-1.5464985,-2.5515194,-0.709481,-2.2204907,-0.6586031,-0.73100996,-0.32224235,0.0,-0.06412697,0.0,-0.00022353107
STU76895,-0.087513424,-2.2426977,-1.2455032,-2.9079206,-0.14228117,-0.31507728,-1.0432054,0.0,0.029070713,0.0,-5.5702996e-05
STU81176,-1.3011186,-2.2394671,-0.953986,-1.928186,-0.5898356,-1.2051374,-0.9079682,0.0,-0.055396844,0.0,-0.00022353107
STU77154,-1.5871758,-1.663383,-0.9028274,-2.454935,-0.72004753,-0.7713808,-0.30512017,0.0,-0.06412697,0.0,-0.00022353107
STU75358,-1.2026043,-2.070618,-1.626889,-1.7546159,-0.42509353,-1.1731986,-0.8786213,0.0,0.026463915,0.0,-0.00022353107
STU23446,0.4932499,-2.8843548,-2.3357606,0.45776194,0.8923317,-1.6033527,-1.1646626,0.0,-0.050961267,0.0,-0.00080849073
STU21247,-1.3771079,-2.622172,-0.9766901,-2.1555622,0.16257554,-1.2523798,0.6556671,0.0,-0.05451523,0.0,-0.00022353107
STU76918,-1.323695,-2.2874331,-0.94900674,-1.94917,-0.59604585,-1.2227741,-0.8035151,0.0,0.026463915,0.0,-0.00022353107
STU82281,-1.2015684,-2.0501852,-1.6029907,-1.702931,-0.5408358,-1.155023,-0.87216514,0.0,-0.055396844,0.0,-0.00022353107
STU21551,-0.82749075,-1.765414,1.5976505,-2.3730083,-0.5197857,-1.7550858,-1.0998873,0.0,-0.05332506,0.0,-0.00022353107
STU88997,0.5482395,-2.8463995,-1.0080868,-2.2866342,0.12204841,-1.4227556,-1.0977612,0.0,0.029311165,0.0,-0.00022353107
STU48557,-1.3192124,-2.6733513,-0.64410365,-1.0125155,-0.49561208,-1.3180107,-0.96652526,0.0,0.027103279,0.0,-0.00022353107
STU25906,0.810899,1.4869453,1.6492461,2.0539768,0.60283697,-0.48985058,0.728386,0.0,0.032552563,0.0,0.001125495
STU59369,-2.788154,0.25842762,-0.69485664,-2.2347105,-0.9526024,0.48074463,-0.27179125,0.0,-0.07138173,0.0,-5.5702996e-05
STU79979,-1.3131123,-2.183486,-1.7602136,-1.8511924,-0.52090096,-0.55522287,-0.8948873,0.0,-0.05756366,0.0,-0.00022353107
STU79822,0.6393091,1.9632493,1.6883228,1.7226712,0.30184704,0.8986997,0.6921056,0.0,0.08093549,0.0,-3.242865e-05
STU24170,-0.8653185,-2.8379242,-1.0244958,-2.1867824,-0.47155035,-1.3027776,0.6424023,0.0,-0.05703437,0.0,0.00031117623
STU75860,-1.2308786,-2.232762,-1.6846064,-1.8349718,-0.45456988,-1.2070671,-0.31285116,0.0,-0.05867238,0.0,-0.00022353107
STU84798,-0.18405275,-2.8986063,-2.0204701,-1.0550221,-0.4634322,-1.44553,-0.318262,0.0,-0.06315002,0.0,-0.00022353107
STU88282,-0.10814027,-2.8520527,-1.9681687,-1.785046,-0.10938649,-1.4327034,-0.32453102,0.0,-0.052303474,0.0,-0.00022353107
STU70981,0.7899903,1.9850489,1.589498,1.8168799,0.59423023,-0.97956455,0.7034313,0.0,0.039127603,0.0,-0.00080849073
STU17780,-1.4401948,-2.0654206,2.4914842,-1.766089,-0.7203456,-1.5859686,-1.0096459,0.0,-0.05496307,0.0,-0.00022353107
STU71894,0.71138334,1.895342,1.5557367,1.7883152,0.566312,1.0579998,-0.19521162,0.0,-0.05819291,0.0,-0.00015444757
STU92818,-1.2735097,-2.377167,-0.57041466,-2.0891862,-0.3988446,-1.2634915,-0.9216793,0.0,0.0737378,0.0,-0.00022353107
STU32241,0.6413864,1.9346274,1.6063179,1.7913164,0.52403915,1.0713013,-0.19505686,0.0,0.032552563,0.0,-0.00015444757
STU54341,-1.81425,1.0552642,-2.1846597,-1.6439472,-0.676807,-1.4867724,-1.1100577,0.0,0.11966924,0.0,-0.00022353107
STU98826,-1.3136702,-2.29176,-1.7799655,-1.5492706,-0.5735078,-0.7070602,-0.90893775,0.0,-0.056924295,0.0,-0.00022353107
STU91338,-1.1763906,-2.0728004,-1.6258188,-1.7223437,-0.48756593,-1.1679143,-0.8793411,0.0,0.026463915,0.0,0.00031117623
STU57823,-2.7331834,1.8595916,1.787929,1.805763,0.43639612,0.9268113,0.5868878,0.0,0.25920314,0.0,-3.242865e-05
STU82100,-1.4446847,-2.4582646,-1.095309,-2.1121004,-0.63411546,0.67793447,-0.88220394,0.0,0.026705509,0.0,-5.5702996e-05
STU20114,-1.2341268,-2.2874086,-1.8000399,-1.4974808,-0.0881221,-1.2075485,-0.8274689,0.0,-0.052385878,0.0,-0.00022353107
STU80119,-0.91677713,-3.2131171,-2.1598341,-1.7405579,0.15566295,0.3353059,0.58619803,0.0,-0.052685875,0.0,-5.5702996e-05
